entrezgene_id	Y100l2fc	PM100l2fc
7185	-3.163715585	-3.479804551
10758	-3.219251239	-3.186942349
6646	0.726266995	1.353971429
2665	0.474907752	0.605588519
639	-4.169828726	-4.054237433
9474	-0.748089371	-0.567474283
57458	-3.406420117	-3.885703647
57095	-0.335317839	-0.601367769
8975	-1.060305504	-0.753163841
23200	0.269132096	0.88473373
3918	-0.634782671	-0.763722683
5218	-0.628959808	-0.370696008
29927	0.528440865	0.285683466
4659	-1.768956449	-1.292368101
5923	0.896874915	0.560209722
55718	-1.730536508	-1.849362503
493	-0.280567935	0.822666064
55781	-1.932169506	-3.432175998
54432	1.114336674	1.55221525
55706	0.723918301	1.00207276
1608	-1.476936589	-1.79612877
64718	-0.804752439	-0.848419222
6916	0.702940696	1.02663832
6894	0.709894918	0.039090585
4084	-2.219304206	-2.230904744
5128	-2.714206519	-1.504200302
5662	0.506124823	0.972157354
9150	-3.370786174	-4.092861769
8531	0.612615564	0.927114512
65125	-0.791366938	-0.558080748
11054	-0.928976814	-1.984225696
2769	-1.076670677	-1.892621579
9410	-1.551918549	-2.588120319
79832	-1.072264217	0.023705672
51660	0.965636927	1.061510262
30	0.919294613	0.895029655
586	0.621554412	0.717000145
51564	-0.86813358	-0.992383936
11178	-2.471923517	-3.973983988
10787	0.273177663	0.907886517
6433	-1.289853312	-1.66608133
10188	0.815619875	1.279378554
23041	-0.672111791	-0.628478728
65056	-2.360398783	-1.175172891
84649	-1.309447569	-1.566094868
1431	0.528100995	0.66917321
4058	1.719056541	1.990146614
64951	0.93061808	0.674885631
63916	-0.912897612	-1.068506887
23063	-2.018308334	-1.892194406
81671	0.747323355	0.728546
10513	-2.547397294	-1.9831871
5424	0.62973206	0.744573476
1975	0.299844403	-0.93215483
28968	1.162883868	-0.578527473
29998	-2.226265378	-2.446083027
56848	-0.846555721	-1.184360406
6141	1.303602533	1.112397415
770	1.313035065	1.77972096
79763	0.413579423	-0.710844125
55588	0.086378011	-0.47837154
57491	-1.255891672	0.295768749
3029	1.007470117	1.241239922
6047	-2.672851229	-2.927436322
841	-0.777166615	-1.086614382
51768	1.329371261	1.645091432
1747	-2.08262585	-2.528502604
53340	0.810785605	1.747031473
10077	1.640614347	1.608581791
10402	-0.232078355	0.551527496
6873	-0.789416991	-0.523985027
23534	-0.645637623	-0.075662243
8625	0.438878514	0.619463541
54929	1.154909413	1.358729386
5476	1.291811746	1.667532926
10147	0.832408272	0.717322501
28966	0.94606284	1.170795278
2139	-2.713653537	-1.248750369
1265	-0.446681527	-0.10943538
10347	0.892730113	1.570240533
11218	-3.264543441	-3.150752317
53339	0.560034822	0.851636005
55711	0.82235208	0.489208211
22904	-1.774497184	-2.071999125
10362	0.708094479	1.056612692
23294	-1.637913126	-1.393571756
7629	-0.871942153	-0.425555267
54887	-1.193000318	-0.419382874
3843	0.523755487	1.294992639
4942	0.920251899	0.845211979
10885	-1.090473957	-1.671953802
5586	-1.154731216	-0.680792557
9697	-2.739769275	-2.432069301
55388	-2.261250863	-2.504862466
91526	-1.622621005	-1.195677303
3735	0.683671494	0.99800114
55633	-1.923892809	-2.290759132
4710	0.833285353	0.701877036
23013	-2.389716247	-2.597422866
55854	-0.210007574	-0.832200667
6416	-0.921527433	-1.112035193
9748	-1.705352711	-1.612625677
51167	0.729545313	1.314459152
55176	0.594427327	1.11312247
5588	-3.367064845	-2.171956264
7089	1.212089601	1.714522977
83641	-1.229824128	-0.114004565
4199	0.871412655	1.372291667
23216	0.81154647	1.033050595
8621	-2.346822704	-2.200812139
55810	-2.525228137	-2.157984374
4904	1.472920006	1.783288877
5141	-1.161739969	-1.639336497
5525	0.296267917	0.607442186
1994	-0.418530486	-0.550023477
7075	0.703302856	1.58711807
57609	-1.710246695	-1.429547336
6602	-0.64819353	-0.320796393
9682	-2.527113987	-0.777750385
4802	-1.084910301	-1.525976331
84217	1.465543103	0.854524754
259266	-3.961984166	-2.228011067
8832	0.552528193	0.521985791
64834	0.447880964	0.703130469
27107	-1.509877021	-1.402019116
9950	-1.613299116	-2.394355194
2009	1.165792196	
55623	-1.897273137	-2.15517395
10565	-0.766003389	-0.380421781
57623	-1.458946024	-1.006523207
9650	0.037581586	0.727263736
10734	0.919292397	1.254429343
4649	-2.675843154	-1.78920674
5214	0.650905045	0.553259123
3422	-0.332209956	-0.849819327
1316	-0.856751249	-0.065336032
23471	0.806058914	0.942728221
7132	-3.984530566	-4.35800057
7813	-1.54189442	-1.346296605
5315	0.912590289	1.286036489
54505	-0.516101602	-1.175644222
30836	-2.0898348	-2.795888184
387	1.04358397	1.450957527
1659	-1.350158871	-1.750152704
5590	-1.284819663	-1.682843798
55699	1.012294723	1.389137612
6857	-3.892097022	-3.277732961
79641	0.585509259	1.328142415
9759	-2.304154575	-2.073004437
11186	0.543908522	0.944622362
2261	0.299164348	3.304456897
63897	-1.603266738	-1.098181956
4205	-1.297885727	-1.207347221
23250	0.162424834	0.612895954
25885	-0.962028065	-1.248585952
9741	0.908243548	1.359193132
51447	-1.338356142	-1.177493442
3796	-1.723064718	-1.325475326
10235	0.701520496	1.131359155
23198	-0.820961222	-1.121601119
22933	1.131472016	0.956477582
27248	0.637149113	0.594579979
5526	0.411856782	0.872487404
5837	2.451714861	0.482307546
375449	-1.734629695	-1.331753198
64710	0.42919987	1.23368984
10294	-0.840404635	-1.129220588
602	-2.550941972	-2.881616097
8514	0.772764658	0.600125038
51083	1.41441793	0.719677664
29121	1.364974768	1.007126984
1815	0.539534152	1.628814912
7049	-1.458932274	-2.103389247
54626	0.815055347	-1.621643059
483	1.161319915	1.734608544
9488	0.359230015	1.19317544
5597	-1.793528015	-0.856775791
10681	1.31578783	0.700695853
5873	1.017667721	1.680336603
7353	0.417883294	0.587543654
4040	-2.149652311	-2.587825509
57661	-2.39279507	-2.737166543
8518	0.572449554	0.735339881
4925	0.67322265	1.296675804
6710	1.677126444	4.043573853
23446	0.647734199	1.96518472
54916	1.109111345	1.128835065
23293	-0.508973325	-0.56645688
55658	-1.186002545	-1.065311712
4335	-1.607383827	-1.379551488
79364	-0.736642241	-0.849252547
23210	-1.340660721	-2.12013383
5423	0.933726963	1.338005162
440	1.243246391	2.662960005
10947	0.978403325	1.670757315
10610	0.749426374	1.402230821
26986	1.269257069	1.526276339
10420	-0.873487787	0.149277672
29105	0.057482064	-0.569348399
1459	-1.444423894	-1.166012479
6949	0.720902216	0.835994377
26031	-0.629044733	-0.286234649
490	-1.691701885	-0.915342604
8440	-0.808372119	-1.315807897
9448	-0.968608006	-0.825307356
11320	0.852679905	0.548269139
6160	1.674675427	1.911493086
9948	0.419459966	0.346389325
79658	-1.563151324	-1.664802139
6196	0.605699126	1.505996245
54556	-1.849183128	-2.494938034
22846	0.642976682	1.156331011
29995	-0.556298689	-4.925526626
114049	0.758779918	0.877093868
26528	0.759008308	1.206442308
53615	0.817784282	0.828777108
29894	0.860139508	1.300505057
79901	1.082188463	1.914385457
51109	1.153801809	1.264599052
5566	0.438062445	0.657913454
22859	0.116001379	1.09271441
87	0.511027008	0.596076503
23503	-0.928812155	-0.756575718
84708	-3.88624702	-3.676579048
224	0.448434581	0.442484783
7037	0.771768221	1.03136507
27125	-2.207221333	-1.720353771
9886	-3.306323355	-1.634600751
2011	-3.25968066	-2.992620299
29953	0.419104787	
8974	0.942154278	0.416996499
2213	1.512223338	2.225566161
4775	-1.716636136	-1.215732336
37	1.084909179	1.484412492
6793	-1.377675942	-2.131819293
23291	-0.778790086	-1.267121718
9744	0.957725272	0.661979981
54847	-1.939550605	-1.452563636
54820	-2.030286421	-1.777843603
79041	1.656813546	3.117814771
5817	-0.132739264	1.344030166
7515	-0.30648668	-0.976446305
949	1.197998328	1.732610154
54456	-1.284732515	3.392382865
56666	0.222850014	1.101445996
54475	-0.993758362	-1.588558884
6605	-0.419233013	-1.067032138
55876	2.743721482	2.544054506
5927	-2.375086063	-2.194199317
5523	-1.783628774	-1.502722511
10979	-2.936511194	-0.560676457
5743	1.362683325	0.732357848
10644	0.68984835	1.132648722
9175	1.137966794	1.420013094
6480	0.647483136	0.562418692
30009	-3.016849328	-5.36971232
10129	-1.346089182	-0.700265149
8301	-0.714690135	-0.956879358
23332	-0.905353811	-0.738916402
65993	0.809012389	0.562253097
4854	-0.692713217	-0.54170098
1207	1.144103484	1.339108218
8463	2.113490385	1.3894778
8726	-2.333931108	-2.859491281
7251	-0.291247433	-0.638291969
55421	-0.765859334	-0.678812366
489	0.643836879	1.376964503
11343	0.597345148	-0.053448768
617	0.675909065	0.739976598
9891	-4.507362364	-2.704686877
9187	0.111763048	1.307935325
55205	0.109913678	0.624565578
8578	0.049574255	-0.844756188
3998	0.849348225	1.083418154
51495	1.247359118	1.724675068
26034	-2.150427068	-3.390952256
23140	-0.179946654	-0.479953412
2023	0.841749758	1.074535872
56005	0.946298611	0.91503387
57719	0.848512606	1.388185006
51175	1.54288219	1.922491927
55160	-1.723840442	-2.62976887
6717	0.526788142	0.205521024
8672	0.437011846	1.014674563
79023	-1.5480248	-1.741784257
51512	-1.907673504	-2.391380035
55020	0.802157998	0.748691813
38	1.122219048	1.701659431
23151	-0.504847054	-0.662018283
9620	0.578753374	0.842145233
27332	-0.732179663	-0.258726951
55972	0.848731967	0.876314633
9462	-2.331793309	-1.915166001
4140	-1.134889781	-0.386916821
5250	0.564584455	-0.022667173
64778	-1.323872606	-1.314230149
2355	-3.250528674	-3.331881683
285527	-1.311145455	-1.442543764
60	0.388643724	0.005528603
5337	-0.679574137	-1.238102516
7879	0.804550275	0.770734967
55973	0.782185935	1.461743315
25956	1.539914608	1.670939011
9733	-2.056366744	-2.797143239
23609	-1.899793043	-2.089831614
25996	1.150644634	1.981599218
10179	-3.493776828	-4.4832621
5939	1.129828724	1.015154725
11176	-1.05670517	-0.752239701
25930	-0.351128687	-0.639556834
4292	0.536653884	0.384975566
7374	0.727653005	0.352396886
27252	-2.016767164	-3.606131053
88455	-0.489949736	-0.733320264
9618	-1.000686934	-1.579875177
55824	-1.112620989	-0.347494272
55094	-3.995353851	-3.742747031
3385	0.83834109	1.058986958
5909	0.76679656	0.962538053
56949	-0.524010655	-1.055520234
6813	0.823739709	0.992324886
5609	-1.582555931	-1.623935109
27231	1.68190913	3.570124966
8527	-1.576411989	-0.574571191
4791	-1.160313318	-1.565301411
29089	0.169508505	-2.201364836
54431	1.217585094	1.832702607
3566	-1.979936883	-1.676715626
23032	-1.284230083	-0.660021105
56915	1.113805053	1.499501375
1781	0.494586652	0.442868473
54518	-0.786846992	-1.307542428
4034	-0.465049854	-0.758495716
51548	-1.459686361	-1.742470828
10714	-1.948435043	-3.134331633
832	0.771153017	1.10175814
7107	0.833560533	1.472131481
79960	-2.857317489	-2.786441249
2260	0.80147078	1.235215454
8530	0.737119792	0.555914876
56922	0.817856258	1.214147075
27074	1.174875448	1.741836542
55331	0.675279018	0.566442881
5289	-0.629259009	-1.164835826
57103	-0.830404414	-1.707853033
7289	-2.08480468	-2.265089697
5527	0.298669577	0.602113215
2782	0.827328206	1.115577336
1906	-1.674445538	-2.530237324
8028	-1.173714111	-0.99702
55063	1.456379598	1.869874664
4898	0.493829678	1.190741093
7419	0.102600844	-0.692115946
5108	-0.910722663	-0.583275381
57690	-2.186297441	-1.78894881
9139	-1.619199745	-1.591041239
83737	-1.161755499	-0.958457194
58476	-0.799696624	-0.789879676
51150	1.10484634	1.178450252
7161	-3.379356127	-2.716704142
51619	0.999903263	1.232184776
51661	1.76823479	2.064699295
7520	0.630230096	0.73227758
56925	0.5500595	0.22359287
8569	-0.435423789	-0.54268402
7145	-0.627672897	-1.50007407
57455	-1.371281554	-1.681432381
8556	-1.763007491	-2.389131314
29843	-1.01420192	-1.063241041
51207	1.467610565	0.199843873
23152	-1.065209324	-0.501121309
3991	0.530057271	-2.165984333
2222	-0.403409656	-1.160381482
5050	0.968342385	1.635685972
55604	-1.319463351	-0.796300517
5236	0.958903196	0.968760123
2037	0.57838886	1.159426966
8417	0.092357697	0.859093761
11158	0.40339422	0.788008012
9817	-1.933385822	-3.67522083
131544	-0.705091956	-1.030329204
5991	1.459444514	2.238536846
55183	-2.14182754	-2.794715033
23011	-0.922096713	-1.147075153
27244	-0.399687545	-1.515632695
10847	-2.4628702	-2.346973579
9933	-1.644625032	-1.368396805
4850	-3.599565469	-3.501673916
5663	-0.024053512	0.5936772
3320	1.19056336	1.02788698
5933	-1.453018894	-3.251793813
22839	-1.397821902	-1.031201327
10403	-0.733178823	-2.749402576
54665	-2.147658163	-2.740137127
2920	3.320434149	3.085443736
6932	-2.063497591	-1.145597325
28962	1.088395423	1.313144462
57092	1.212346011	1.827497833
384	0.814046171	1.484262657
4208	-1.893583516	-1.388005174
5788	0.0413963	0.877956751
9262	-2.061010245	-2.394038837
65094	-1.623786701	-2.025489298
11266	0.289514106	-0.789914113
65985	0.792702553	0.767474804
9812	0.643508691	0.42607749
51668	0.30490412	0.842610464
23239	-2.78464526	-2.469734162
3595	-1.94221831	-1.958800451
6604	1.282748539	2.163616417
55100	-1.403643115	-2.213155222
2533	0.500861857	1.266451229
55437	0.863736816	1.475871839
4200	0.594685434	0.886556553
55322	-1.00038679	-1.33481245
905	-1.340374076	-1.23218004
22837	-3.200526146	-1.836155331
7188	-1.086494887	-1.219852437
29093	-0.483491992	-1.125845513
25929	-2.548278599	-3.54276656
4779	0.937499889	1.853019176
2932	-2.0344353	-1.055835843
3693	0.953930959	0.828361435
23085	-2.007524775	-2.275534968
11342	0.688381955	1.479256467
79728	-2.451287149	-2.745861972
23033	-1.922327683	-1.169388158
7994	-3.30650181	-3.153887202
79670	-1.73722655	-1.772777976
9706	0.983247512	0.782926205
3842	0.682954304	0.892368873
5351	1.088702321	1.641807476
3682	1.065135154	1.630094357
22894	-0.985718539	-1.109757703
10464	-0.71770908	-1.969032862
81550	1.176874084	1.036169864
26747	-3.588827956	-3.737817295
23047	-1.787481084	-1.758018652
5019	0.305737987	1.033547685
1540	-0.506679355	0.269324077
25799	-1.64999151	-2.780250735
55659	-3.289431148	-2.412012182
54807	-1.873999627	-2.032455767
55663	-0.706917717	-1.993546682
9422	-1.648974138	-0.890199498
6193	1.339949128	1.363791109
91746	-1.444910215	-2.283819997
64744	-0.925075182	-0.790178066
10450	0.858950587	1.050272973
10269	0.571165239	0.868301887
56910	-1.283021321	-2.350332383
84273	-1.075971581	-1.272206216
5978	-2.303730541	-1.948843057
54434	-1.132177643	-1.28590797
2950	1.223246984	1.112281492
334	1.015854965	1.470345275
57613	0.81423792	1.407525719
8668	0.886727265	0.896300693
200081	-1.09223983	-1.99789433
8648	-1.194168215	-0.009403986
60509	0.842284485	1.768623176
